Text,Text Number,License,Text By,Translation By,Language,File Name,Source,ISO639-3,Script,Parallel ID,Story Category
"I am visiting my family back on my reserve.

My cousin just found out that his family has to move to Edmonton. He feels sad.

I know how he feels. I tell him that it's not so bad—it's exciting to learn and see all the new things when you're new in town!",19,CC BY-NC-SA,Caylie Gnyra,"Dorothy Thunder, Susan Sinclair",en,0003_new-in-town_en.md,global-asp/lcb-source,eng,Latn,lcb_0003,lcb
This dress is long.,0,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
This jersey is big.,1,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
This bag is big.,2,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
This belt is...,3,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
This hat is small.,4,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
The socks are short.,5,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
But these shoes are new.,6,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
... they fit well.,7,CC-BY-NC,"Clare Verbeek, Thembani Dladla, Zanele Buthelezi",,en,0003_school-clothes.md,global-asp/asp-source,eng,Latn,asp_0003,asp
"Everytime I finish my hot, hot bath,

My wet body feels so cool, cool cool.

Who makes that happen?

Vayu the Wind!",0,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"The milk in my cup is too hot, too hot.

But soon it is ready for me to gulp.

Who makes that happen?

Vayu the Wind!",1,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"The window curtains flutter

And gently brush my face.

Who makes it happen?

Vayu, the Wind!",2,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"A bolt of lightning far away.

Black clouds moving my way.

Who makes that happen?

Vayu, the Wind!",3,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"Branches sway and leaves tremble.

Flowers gently fall.

Who did it all?

Vayu, the Wind!",4,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"Far from the house, we are playing,

Yet, I can smell the sweets mother is preparing.

Who makes it happen?

Vayu, the Wind!",5,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"A glass tumbler on a window sill,

Crashes on the ground.

Thank God, I was not around.

Who played this mischief?

Of course, it was Vayu, the Wind!",6,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"A whistle blows. A train rolls in.

I cannot see, but I hear its din.

Who makes that happen?

Vayu, the Wind!",7,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"Cannot be seen

Cannot be heard

Does all the work

Without a word.

Who can it be?",8,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"Of course!

The wind!

Vayu, the wind!",9,CC-BY,Madhuri Pai,Rohini Nilekani,en,0003_vayu-the-wind.md,global-asp/pb-source,eng,Latn,pb_0003,pb
"Chuskit woke up early that morning. It was a very special day and she was too excited to sleep. She eagerly looked out of the room through the window next to her bed.

It was spring time in Ladakh
and the apricot trees were in full bloom. Two magpies had already begun their day and were busy looking for insects to eat. Her Ama-ley was awake too. She could hear her in the kitchen making gur-gur tea.",0,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Chuskit had been awake for the last hour. This was a day she was going to remember for a long time. Can you guess why?

No, it was not Losar, the New Year festival. That was many months away. Nor was it any special day in her village, like the gonpa festival, or a wedding day.

Today was going to be
Chuskit's first day at school. At nine years, she had waited a long, long time for this.",1,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"The school was not very far away from her home. To get

there, you had to walk up to

the main road. Just before

the prayer wheel, you took

the path to the left of the

road that ran along a narrow stream. Near the poplar trees you crossed the stream by jumping over the big rocks.

Once you got to the other
side, a short walk up a slope
took you to the school. All
the children of Skitpo Yul,
Chuskit's village, walked to
school everyday and with
ease. But not little Chuskit. She had a disability and could not walk.",2,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Chuskit was born with legs that did not work like everyone else's. Her father had taken her to the village amchi and then to the doctors in Leh. But no amount of medicine had helped her walk.

At first, Chuskit did not realise that she was in any way different from the Stobdan her younger brother, or her cousins. But soon there were many things she could not do as easily as them.

“That does not matter,” her Aba-ley would tell her whenever she felt sad. “You can stitch better than any of them. And you draw very well.” Aba-ley often brought her some colour pencils from Leh.",3,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Chuskit would sit at the kitchen window everyday and draw what she saw while her Ama-ley cooked. She could see her family's animals being taken to graze every morning.

She could see the blue waters of the stream that flowed near by. And she would be the first one to announce the arrival of
a visitor to their house!",4,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Chuskit used a chair fitted with wheels to move around. Elders called it a wheelchair. You could move it in any direction- forward, left, right and even backward - by moving the wheels with your hands. You only needed to have really strong arms to push the weight of your body and the chair.

When Aba-ley first brought the wheelchair home, everyone in her family was very excited.",5,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"“Now I won't have to carry

Chuskit everywhere. I can wheel her around,” said Ama-ley, with tears of happiness in her eyes.

“And I will be able to go

wherever I want!” cried Chuskit excitedly.

“Please, please, could I ride on your wheelchair once in a way?” begged Stobdan.

He wanted to wheel it around too. It looked like fun. Billa, the big black cat, jumped on to the wheel-chair and stretched
across the seat.

“Yes this is far more comfortable than the sack cloth I sleep on,” she purred.",6,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Slowly, Chuskit learnt to use

her wheelchair. She would ask her mother to seat her in the wheelchair outside her home every evening.

From here she would watch children returning from school, chattering and laughing merrily in groups. In a while, the evening bus would return from Leh, bringing back people from work and the market place. How much more exciting the world was from here than from the kitchen window!",7,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"One evening when Chuskit was sitting outside the house with her grandfather, a young boy came up to her. He carried a letter which he handed over to her grandfather. “Julley! The bus driver asked me to give this to you,” he said.
“My name is Abdul,” he said turning to Chuskit. “I study Class 6 at the Government School. I have often wondered why you don't come to school.”

“Julley, Abdul,” said Chuskit. “I have never been to school. The path to the school is too uneven and pebbly and my wheelchair will get stuck. Besides, I cannot cross the little stream in front of the school. It would be very difficult for my parents to carry me to school and back everyday.”

“But would you like to come to school?” asked Abdul.",8,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"“Of course!” replied Chuskit. “I hear my younger brother talk of all that he does at school. I want to study like all of you, make friends, play games, wear a uniform and even write exams. Sometimes my brother
teaches me songs that he has learnt at school and I love it. You may not believe this, but I sometimes dream of carrying a school bag, even eating packed lunch...”

“Enough! Enough!” interrupted her grandfather.
“Stop dreaming, Chuskit. You know you cannot go to school. I have told you this many times. Learn as much as you can at home.”",9,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"“Meme-ley, please,” pleaded

Chuskit softly with tears in her eyes as her grandfather walked away angrily. “Meme-ley does not understand how I feel,” said Chuskit. “I remember the day my brother recited his tables with such pride, even the time he learned to read! My parents were very happy as they have never been to school. I too want to learn to read and do math. Do you understand?”

“I do,” said Abdul.

“Chuskit, I will see you again. I must go now. My mother will be waiting for me. Julley!”",10,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"The next day, Abdul went

straight to the Headmaster's

room after assembly.

“Julley, Azhang-ley!” he said. “I want to talk to you about a girl from our village who does not go to school. Her name is Chuskit. She is Stobdan's sister.”

“Oh yes,” replied the

Headmaster. “I know her. She is disabled, isn't she?”",11,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"“Yes, Azhang-ley. She uses a wheelchair to move around but cannot reach school, as the path from her home is too rough and uneven. I was wondering if we could do anything to help her, Azhang-ley. We could all get together and level the path and also build a small bridge across the stream.”

“That's very thoughtful of you, Abdul,” said the Headmaster as he patted him on the back. “What made you think of Chuskit and her problems?”

“Azhang-ley, last week we read about the

fundamental rights of citizens in our civics class. All children have a right to education. That includes Chuskit as well, does it not?”

“Yes, you are right, Abdul. Let me discuss this with the other teachers,” replied the Headmaster.",12,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"The next day the Headmaster called all the teachers to a meeting. He shared Abdul's ideas with the group and asked the teachers what they felt. “Impossible!” said one of them. “How can we have a disabled child in our school? How will she be able to write, play and go to the toilet like the other children do?”",13,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"“That's exactly what we have to workout,” said the Headmaster. “I hear that in the village of Mentok Yul, the Village Education Committee has helped build a special toilet for one of their disabled children. We could ask them what they have done. But first we will have to get Chuskit to school. Then we could think of ways of helping her do things in school.”",14,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Two weeks later there was great excitement at the Government School. All the children had gathered outside in the playground. They had come to school without their school bags:

there were going to be no classes today!",15,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
The teachers divided the children into groups. One group worked in front of Chuskit's house and another on the path along the stream. A third group with some of the older children worked hard to help some of their teachers build a strong wooden bridge across the stream.,16,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"The children laughed and sang as they removed stones and rocks, levelled paths and carried wooden planks to the stream. The Headmaster went from one group to another, making sure that all went according to plan.",17,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Chuskit's parents provided everyone with hot tea and biscuits.

Chuskit's grandfather sat under a willow tree by the stream watching the busy school children. “I never dreamt I'd see a day like this!” he thought to himself as he wiped a tear that rolled down his cheek.

At the end of the day it was a tired but happy group of children that returned to their homes. The path from Chuskit's home to the school was now ready!",18,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
Chuskit was going to school for the first time in her life. And that's why she was so excited!,19,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Words used in the story that may be new to you:

Aba-ley: Father

Ama-ley: Mother

Meme-ley: Grandfather

Amchi: A local doctor who has been trained in Tibetan medicine.
Azhang-ley: Term used with respect for an
elderly man.
Gonpa: Buddhist monastery
Gur-gur tea: Butter tea that is made in a long
cylindrical wooden vessel. The tea is churned with butter, salt and milk in this vessel. A low gur-gur noise is produced during churning.
Julley: Term used as a greeting: hello, goodbye.",20,Public Domain,Sujatha Padmanabhan,,en,0004_chuskit-goes-to-school.md,global-asp/pb-source,eng,Latn,pb_0004,pb
"Goat, Dog, and Cow
were great friends. One
day they went on a
journey in a taxi.",0,CC-BY,Fabian Wakholi,,en,0004_goat-dog-and-cow.md,global-asp/asp-source,eng,Latn,asp_0004,asp
"When they reached the
end of their journey, the
driver asked them to
pay their fares. Cow
paid her fare.",1,CC-BY,Fabian Wakholi,,en,0004_goat-dog-and-cow.md,global-asp/asp-source,eng,Latn,asp_0004,asp
"Dog paid a bit extra,
because he did not
have the correct money.",2,CC-BY,Fabian Wakholi,,en,0004_goat-dog-and-cow.md,global-asp/asp-source,eng,Latn,asp_0004,asp
"The driver was about to
give Dog his change
when Goat ran away
without paying
anything.",3,CC-BY,Fabian Wakholi,,en,0004_goat-dog-and-cow.md,global-asp/asp-source,eng,Latn,asp_0004,asp
"The driver was very
annoyed. He drove
away without giving
Dog his change.",4,CC-BY,Fabian Wakholi,,en,0004_goat-dog-and-cow.md,global-asp/asp-source,eng,Latn,asp_0004,asp
"That is why, even
today, Dog runs
towards a car to peep
inside and find the
driver who owes him his
change.",5,CC-BY,Fabian Wakholi,,en,0004_goat-dog-and-cow.md,global-asp/asp-source,eng,Latn,asp_0004,asp
"Goat runs away from
the sound of a car. She
is afraid she will be
arrested for not paying
her fare.",6,CC-BY,Fabian Wakholi,,en,0004_goat-dog-and-cow.md,global-asp/asp-source,eng,Latn,asp_0004,asp
